student_id,gender,school_type,study_environment,study_hours_per_week,attendance_percentage,previous_score,sleep_hours,assignments_completed,mock_tests_attempted,participation_score,parental_support_level,internet_access,stress_level,screen_time_hours,commute_time_mins,extracurricular_hours,tuition_support,final_score,performance_level
416,Other,Government,Average,1.51,69.07,93.82,7.84,17.0,0.0,3.16,0.0,1.0,6.1,1.31,4.28,5.68,0.0,76.49,High
274,Male,Government,,4.9,74.86,51.81,,10.0,1.0,6.64,5.0,0.0,1.08,3.11,31.46,4.66,1.0,74.94,High
1472,Male,Semi-Private,Average,13.74,55.3,35.42,6.17,0.0,3.0,3.71,0.0,0.0,,5.27,42.65,4.57,1.0,43.39,Low
1830,Female,Private,Average,2.9,97.78,83.41,7.24,4.0,3.0,3.81,2.0,1.0,1.26,2.14,15.76,9.36,0.0,81.35,High
1455,Female,Private,Average,8.17,91.69,62.12,6.54,11.0,7.0,5.25,3.0,0.0,7.02,3.37,19.54,8.61,1.0,78.89,High
251,Female,Private,Average,3.25,,76.45,7.44,17.0,4.0,5.13,4.0,0.0,5.85,4.72,48.31,3.51,0.0,93.87,High
414,Male,Semi-Private,Noisy,4.98,,66.64,7.29,16.0,0.0,5.73,0.0,1.0,3.78,0.77,39.06,7.0,0.0,77.73,High
1386,Male,Government,Noisy,6.49,62.28,48.18,5.9,10.0,8.0,2.66,5.0,0.0,7.21,1.08,28.96,4.65,0.0,72.44,Medium
1308,Male,Private,Noisy,2.59,92.71,52.66,6.03,0.0,4.0,6.81,2.0,1.0,7.95,2.8,32.42,5.86,1.0,55.29,Medium
716,Female,Government,Quiet,1.9,85.03,72.95,4.65,12.0,7.0,0.78,4.0,1.0,2.05,0.0,1.36,9.59,,86.37,High
311,Female,Government,Quiet,2.13,57.54,64.34,8.24,13.0,10.0,4.22,4.0,0.0,0.52,1.82,67.51,6.88,0.0,89.88,High
927,Female,Government,Quiet,4.6,82.96,62.93,4.73,2.0,1.0,1.83,0.0,0.0,2.64,4.39,25.6,2.69,0.0,61.41,Medium
382,Female,Semi-Private,Quiet,12.15,80.38,69.09,7.76,11.0,2.0,3.25,1.0,1.0,2.89,2.2,45.86,5.92,1.0,78.38,High
1566,Male,Government,Quiet,3.36,85.84,48.48,6.91,7.0,5.0,0.42,3.0,1.0,1.49,2.72,28.38,1.23,1.0,68.35,Medium
426,Male,Private,Quiet,11.95,100.0,58.03,7.36,4.0,8.0,5.75,0.0,0.0,7.96,3.02,49.31,2.54,1.0,78.0,High
1875,Female,Government,Average,5.5,100.0,56.86,6.89,18.0,5.0,5.06,3.0,1.0,6.34,3.92,13.15,2.62,0.0,80.5,High
533,Female,Private,Average,2.88,85.82,74.92,6.51,17.0,2.0,5.59,4.0,0.0,4.3,4.11,,2.55,0.0,78.87,High
753,Female,Semi-Private,Average,4.52,71.8,50.69,7.17,18.0,1.0,3.89,2.0,0.0,6.65,5.37,15.39,6.9,1.0,65.34,Medium
766,Female,Private,Average,7.18,71.43,96.81,8.52,5.0,3.0,3.51,5.0,1.0,0.47,2.82,22.15,5.95,0.0,93.46,High
1357,Other,Semi-Private,Quiet,3.44,66.98,78.44,7.29,8.0,3.0,7.86,1.0,1.0,8.15,0.0,32.02,1.42,1.0,65.92,Medium
409,Male,Semi-Private,Quiet,3.22,65.23,79.75,8.07,16.0,3.0,3.08,1.0,1.0,5.17,4.81,31.36,2.73,0.0,78.88,High
1615,Male,Government,Quiet,7.75,95.55,74.84,7.86,8.0,9.0,6.95,5.0,0.0,4.33,5.18,34.08,1.95,0.0,96.28,High
695,Female,Private,Quiet,1.92,84.97,74.9,8.05,2.0,9.0,1.5,5.0,1.0,9.16,1.93,10.03,,0.0,72.82,Medium
1739,Female,Government,Quiet,3.42,80.74,71.68,7.45,4.0,1.0,0.39,1.0,1.0,8.65,3.49,52.56,7.63,0.0,64.04,Medium
549,Female,Private,Average,3.91,76.27,43.95,8.8,10.0,10.0,2.07,4.0,1.0,9.19,6.47,7.9,1.38,0.0,73.61,Medium
937,Female,Government,Noisy,4.96,77.09,89.67,6.63,11.0,2.0,5.34,0.0,1.0,6.54,1.19,58.39,6.4,0.0,77.04,High
1390,Female,Semi-Private,Noisy,1.81,67.47,49.04,7.51,4.0,5.0,1.85,1.0,1.0,7.35,5.01,44.01,3.57,0.0,55.25,Medium
1608,Male,Semi-Private,Average,1.53,95.81,77.93,6.43,8.0,7.0,8.96,2.0,0.0,6.04,5.37,,1.43,1.0,82.79,High
1940,,Semi-Private,Average,1.05,100.0,91.88,8.14,12.0,9.0,1.14,5.0,0.0,3.55,4.2,3.31,3.92,0.0,89.88,High
1482,Male,Semi-Private,Average,10.96,82.15,49.8,5.84,16.0,2.0,4.42,1.0,1.0,7.38,3.09,46.51,7.33,1.0,68.43,Medium
183,Female,Government,Quiet,5.37,88.65,82.91,7.65,6.0,5.0,8.1,3.0,1.0,1.26,3.71,49.15,3.44,1.0,86.65,High
1941,Male,Government,Quiet,16.54,87.25,69.14,8.39,19.0,3.0,7.58,3.0,0.0,8.35,5.57,20.74,3.9,1.0,92.27,High
1161,Male,Semi-Private,Average,3.6,83.28,60.07,6.4,14.0,9.0,9.73,4.0,1.0,4.82,3.43,39.45,0.48,1.0,90.32,High
171,Male,Private,Quiet,1.43,72.29,90.36,7.4,7.0,6.0,0.97,0.0,1.0,4.6,2.41,38.43,3.83,1.0,69.12,Medium
293,Female,Government,Average,3.39,64.05,69.54,4.96,3.0,0.0,6.06,0.0,0.0,2.58,5.37,35.75,3.49,0.0,59.28,Medium
562,Female,Government,Quiet,4.12,,93.77,6.09,12.0,6.0,1.6,3.0,1.0,0.14,1.05,34.43,2.48,0.0,87.15,High
1457,Female,Government,Noisy,2.24,100.0,74.98,5.95,8.0,1.0,6.82,1.0,1.0,7.0,5.26,18.91,2.56,,61.48,Medium
1877,Male,Semi-Private,Quiet,1.94,82.63,76.62,6.94,7.0,2.0,6.44,1.0,1.0,9.57,5.01,34.36,6.58,1.0,62.72,Medium
1652,Other,Private,Noisy,3.37,100.0,75.98,6.9,4.0,2.0,5.62,3.0,1.0,3.94,2.57,21.31,6.44,1.0,74.58,Medium
850,Female,Semi-Private,Average,4.94,68.81,69.82,6.12,18.0,2.0,8.36,5.0,0.0,8.24,3.15,20.52,5.85,1.0,78.06,High
273,Male,Private,Noisy,0.84,73.33,64.43,7.62,13.0,8.0,8.54,4.0,0.0,4.0,4.45,16.32,4.1,0.0,86.91,High
1550,Male,Semi-Private,Average,6.02,94.32,67.71,8.47,20.0,0.0,9.67,2.0,1.0,5.79,1.41,5.28,0.0,0.0,86.59,High
1035,Female,Private,Average,8.01,78.46,91.69,6.27,20.0,0.0,6.56,4.0,1.0,2.65,3.38,,3.53,0.0,98.53,High
1744,Female,Government,Average,5.84,95.32,83.88,7.57,19.0,8.0,6.34,1.0,0.0,1.18,2.15,10.59,7.01,0.0,92.47,High
372,Female,Government,Noisy,5.0,,53.64,8.28,18.0,10.0,7.87,5.0,1.0,8.09,4.37,20.67,5.37,1.0,92.4,High
1670,Male,Government,Average,5.75,59.84,77.8,8.89,18.0,1.0,4.15,3.0,1.0,4.94,6.79,43.76,2.06,1.0,75.72,High
722,Female,Government,Noisy,5.04,85.0,65.84,7.0,4.0,2.0,0.34,4.0,0.0,4.65,3.94,28.2,6.84,1.0,68.83,Medium
734,Female,Government,Quiet,0.76,100.0,88.73,6.25,20.0,2.0,5.44,5.0,0.0,5.66,4.57,14.25,2.82,1.0,90.87,High
778,Female,Government,Noisy,2.48,74.74,56.62,6.71,7.0,2.0,7.21,0.0,0.0,0.4,5.72,41.87,3.23,1.0,62.56,Medium
519,Male,Private,Average,2.72,83.64,25.49,7.11,6.0,0.0,5.99,3.0,,5.18,3.56,52.34,0.21,0.0,50.68,Medium
335,Female,Semi-Private,Quiet,0.83,55.76,60.15,7.26,3.0,1.0,7.38,0.0,1.0,3.31,3.86,33.94,4.38,1.0,65.25,Medium
846,Female,Government,Average,4.75,76.67,79.4,5.86,10.0,6.0,0.98,4.0,0.0,7.33,3.47,8.82,2.76,0.0,74.07,Medium
1252,,Private,Quiet,8.29,86.59,61.29,5.52,5.0,1.0,1.03,,1.0,0.08,1.48,60.23,4.42,1.0,69.53,Medium
1053,Other,Government,Quiet,2.12,83.2,65.97,6.69,20.0,10.0,7.6,3.0,1.0,3.85,2.39,19.62,3.47,1.0,89.75,High
1924,Male,,Average,1.34,87.12,72.76,8.12,15.0,5.0,8.36,4.0,1.0,8.31,5.79,63.25,8.35,0.0,87.06,High
16,Male,Government,Noisy,6.25,80.21,67.1,7.4,7.0,2.0,9.51,5.0,1.0,8.08,2.2,63.3,4.2,0.0,71.02,Medium
708,Male,Government,Average,2.04,92.8,83.12,8.64,16.0,2.0,8.44,0.0,0.0,0.87,4.68,33.46,3.43,1.0,83.31,High
901,Male,Government,Noisy,0.57,90.2,46.98,7.98,2.0,8.0,1.84,3.0,0.0,1.17,5.16,18.04,1.25,1.0,58.34,Medium
1980,Female,Private,Average,8.86,86.93,42.72,7.85,1.0,9.0,6.1,0.0,0.0,7.84,2.35,,4.68,0.0,64.89,Medium
1573,Female,Government,Quiet,6.54,89.59,80.77,7.92,4.0,2.0,5.06,5.0,1.0,4.93,7.28,0.0,4.45,1.0,81.69,High
904,Female,Government,Quiet,7.6,88.44,70.85,6.64,16.0,7.0,2.28,4.0,1.0,1.5,3.57,35.64,7.1,0.0,94.94,High
466,Male,Private,Quiet,3.62,65.52,38.41,6.73,13.0,5.0,0.99,2.0,0.0,5.32,4.88,9.54,6.66,1.0,53.52,Medium
1978,Female,Semi-Private,Quiet,2.13,64.94,56.09,5.27,9.0,0.0,,0.0,0.0,4.64,2.72,0.0,4.6,1.0,60.33,Medium
200,Female,Private,Average,4.83,92.86,66.11,7.12,4.0,10.0,7.79,4.0,1.0,7.6,3.74,8.9,5.67,0.0,82.62,High
1207,Female,Private,Quiet,4.32,71.41,93.0,7.9,16.0,9.0,0.51,1.0,0.0,6.27,4.78,42.75,0.0,0.0,84.32,High
1056,Male,Government,Quiet,,97.66,66.69,7.38,20.0,1.0,0.22,5.0,0.0,7.15,2.95,28.97,0.94,0.0,79.77,High
1132,Female,Private,Noisy,6.58,64.24,71.32,8.22,0.0,2.0,3.91,3.0,0.0,8.45,4.19,50.26,0.21,0.0,55.12,Medium
1380,Male,Private,Average,8.22,88.07,71.61,5.32,20.0,7.0,7.95,2.0,1.0,1.83,1.64,3.14,1.59,0.0,100.0,High
999,Male,Private,Quiet,4.08,91.9,,7.43,2.0,5.0,1.98,5.0,1.0,7.39,,16.1,5.16,0.0,67.19,Medium
728,Female,Private,Noisy,4.39,92.25,49.86,8.34,12.0,7.0,1.9,2.0,0.0,6.84,2.66,29.8,7.28,1.0,68.66,Medium
1772,Female,Government,Quiet,6.66,65.27,82.55,5.52,,9.0,3.05,5.0,0.0,6.28,4.54,34.89,,1.0,86.41,High
1910,Female,Government,Noisy,4.37,89.33,79.53,5.4,7.0,7.0,4.9,1.0,0.0,0.31,3.15,29.54,4.61,0.0,91.45,High
1822,Female,Government,Average,1.61,94.88,,6.65,8.0,4.0,0.84,1.0,1.0,8.85,4.21,0.51,3.62,0.0,64.87,Medium
568,Female,Government,Noisy,9.82,85.96,65.85,7.59,11.0,7.0,1.57,0.0,1.0,8.24,4.42,51.45,4.73,0.0,66.77,Medium
44,Female,Government,Quiet,5.73,98.99,72.35,7.22,18.0,10.0,3.51,,0.0,,0.59,33.54,2.35,1.0,77.99,High
275,Female,Government,Average,3.39,82.12,82.86,5.46,20.0,3.0,3.23,2.0,1.0,9.85,3.51,57.11,3.66,0.0,70.96,Medium
1097,Male,Private,Average,2.01,87.76,62.13,6.39,13.0,0.0,3.0,1.0,,2.05,3.89,50.28,5.18,1.0,63.38,Medium
102,Female,Government,Noisy,0.51,,70.55,6.77,7.0,3.0,2.13,3.0,1.0,5.01,5.57,10.08,1.53,0.0,67.43,Medium
1232,Female,Government,Average,4.84,92.84,85.75,7.05,17.0,9.0,4.26,4.0,0.0,7.83,3.51,58.84,1.16,1.0,92.1,High
1722,Male,Private,Quiet,9.71,85.9,70.79,,,3.0,9.98,5.0,1.0,2.77,0.0,15.37,5.62,0.0,95.56,High
1833,Male,Government,Average,9.65,69.56,52.64,7.09,10.0,7.0,9.25,4.0,0.0,7.82,5.93,57.95,3.97,0.0,56.89,Medium
108,Male,Semi-Private,Quiet,3.2,84.42,36.73,7.74,8.0,2.0,0.12,3.0,0.0,6.5,2.8,12.55,3.93,1.0,52.25,Medium
1618,Male,Semi-Private,Average,3.17,71.85,88.62,8.05,20.0,6.0,3.52,3.0,1.0,0.03,2.94,45.35,3.59,0.0,90.09,High
498,Male,Government,Quiet,7.32,84.26,73.64,9.72,19.0,2.0,7.19,3.0,0.0,0.38,4.73,18.11,0.51,1.0,100.0,High
1981,Male,Government,Quiet,5.02,62.31,74.07,7.95,16.0,8.0,5.84,2.0,1.0,7.04,1.89,26.17,4.79,1.0,92.65,High
882,Female,Private,Quiet,3.24,88.01,59.11,5.3,20.0,5.0,1.51,1.0,1.0,3.72,4.15,7.91,2.99,1.0,83.14,High
757,Male,Government,Average,9.45,66.17,41.57,8.8,11.0,1.0,6.08,1.0,0.0,0.46,4.83,19.95,4.01,0.0,61.56,Medium
620,Other,Semi-Private,Average,6.07,79.17,43.09,6.7,14.0,0.0,8.49,1.0,0.0,2.61,3.04,73.21,3.73,0.0,68.85,Medium
1107,Female,Private,Average,1.91,86.96,56.44,6.58,14.0,10.0,0.36,1.0,1.0,7.49,4.52,32.9,3.73,1.0,65.59,Medium
1936,Male,Private,Quiet,6.44,96.66,53.99,6.74,17.0,0.0,,3.0,0.0,3.07,5.7,46.78,2.49,1.0,77.29,High
810,Male,Private,Quiet,8.27,86.84,66.45,7.58,4.0,4.0,8.67,2.0,1.0,5.48,4.39,29.05,4.5,0.0,72.78,Medium
1038,Female,Private,Quiet,4.72,92.69,35.54,8.66,20.0,7.0,8.91,0.0,0.0,4.58,1.78,26.08,4.72,0.0,84.93,High
73,Female,Private,Average,2.53,,59.6,5.67,8.0,6.0,7.26,2.0,1.0,5.01,4.6,15.44,3.29,0.0,69.75,Medium
1284,Female,Private,Average,14.61,79.87,70.65,6.74,,8.0,2.79,0.0,0.0,1.6,6.92,21.92,5.43,0.0,74.86,Medium
1272,Female,Government,Quiet,5.57,72.29,59.02,5.96,6.0,4.0,9.03,2.0,0.0,1.89,1.72,0.0,8.39,0.0,84.51,High
1335,Male,Government,Average,3.1,85.5,67.39,4.72,2.0,5.0,6.18,2.0,1.0,5.45,3.72,11.46,5.63,0.0,74.13,Medium
1459,Female,Semi-Private,,3.29,70.17,64.85,7.41,0.0,4.0,8.48,0.0,1.0,2.72,3.55,23.74,8.86,0.0,61.98,Medium
482,Female,Private,Average,4.1,79.97,57.7,6.59,12.0,5.0,3.43,4.0,1.0,9.49,3.08,14.59,5.0,0.0,63.91,Medium
1069,Male,Government,Quiet,4.82,70.64,65.44,6.51,1.0,5.0,4.86,2.0,1.0,0.27,6.39,48.01,3.38,1.0,79.01,High
507,Female,Government,Average,6.82,71.03,50.43,7.36,9.0,6.0,6.95,1.0,1.0,9.83,0.47,0.0,0.47,0.0,74.74,Medium
1238,Male,Government,Quiet,6.0,,77.24,6.94,18.0,,2.32,4.0,1.0,5.68,4.5,23.94,1.98,1.0,87.71,High
1862,Female,Government,Quiet,7.45,100.0,60.8,7.31,0.0,1.0,5.85,5.0,1.0,2.59,6.36,32.42,5.1,0.0,67.44,Medium
1990,Female,Private,Average,2.07,80.02,56.41,6.78,11.0,4.0,9.5,1.0,0.0,3.04,4.68,31.34,3.1,0.0,69.31,Medium
1477,Male,Private,Quiet,2.53,75.84,40.43,6.69,16.0,5.0,6.3,3.0,1.0,1.67,5.07,43.08,0.0,0.0,61.2,Medium
1867,Female,Private,Average,3.69,88.91,48.17,6.86,5.0,6.0,8.47,2.0,1.0,1.82,3.52,16.97,3.13,1.0,73.04,Medium
1456,Male,Government,Quiet,10.03,91.55,73.07,7.58,3.0,3.0,2.37,2.0,1.0,0.39,3.09,35.32,4.99,0.0,81.94,High
312,Male,Semi-Private,Quiet,6.65,95.46,55.34,6.97,3.0,1.0,9.79,3.0,0.0,0.83,6.33,46.4,1.86,0.0,66.98,Medium
963,Male,Government,Average,4.4,75.23,63.84,6.51,6.0,1.0,1.8,2.0,0.0,9.41,5.37,24.5,0.55,1.0,53.98,Medium
406,Female,Government,Average,5.23,92.17,71.08,7.94,9.0,8.0,9.24,1.0,0.0,9.11,2.77,,5.26,1.0,77.3,High
1331,Male,Private,Average,4.55,75.98,59.54,6.61,13.0,3.0,3.24,1.0,1.0,0.51,3.42,35.88,8.41,0.0,79.19,High
1650,Male,Government,Noisy,5.02,92.2,56.75,8.51,11.0,5.0,6.28,1.0,,4.17,4.76,13.74,8.2,0.0,76.78,High
310,Female,Semi-Private,Quiet,1.14,79.0,68.45,8.65,3.0,,4.02,5.0,1.0,3.22,3.04,28.35,3.49,1.0,76.33,High
227,Other,Government,Average,8.45,61.15,50.6,7.63,11.0,0.0,4.88,0.0,1.0,5.49,2.87,42.76,4.54,0.0,63.41,Medium
1858,Female,Private,Average,2.84,100.0,47.23,8.58,13.0,2.0,5.47,3.0,0.0,2.17,5.61,3.95,0.13,1.0,70.84,Medium
711,Male,Government,Quiet,3.51,78.75,,7.48,14.0,5.0,6.7,5.0,0.0,0.41,1.88,19.87,5.59,1.0,89.51,High
1944,Male,Government,Noisy,2.44,81.39,77.88,4.65,15.0,2.0,2.23,3.0,0.0,0.31,3.4,22.86,3.02,0.0,76.33,High
1384,Male,Government,Quiet,3.79,93.13,81.85,5.33,11.0,1.0,4.58,1.0,1.0,7.98,3.91,36.77,2.46,1.0,70.64,Medium
1786,Male,Semi-Private,Quiet,17.08,77.04,26.75,7.48,3.0,1.0,8.36,3.0,1.0,2.63,2.9,31.12,6.97,0.0,79.41,High
149,Female,Private,Noisy,10.31,56.8,28.89,6.78,9.0,5.0,6.3,0.0,0.0,5.29,4.08,34.53,6.27,0.0,62.2,Medium
1555,Male,Government,Quiet,1.57,75.38,84.75,7.63,1.0,3.0,9.97,0.0,0.0,6.65,3.35,27.15,6.72,1.0,69.76,Medium
1957,Male,Government,Average,4.73,80.06,66.91,7.87,19.0,3.0,8.52,2.0,0.0,1.42,3.52,,5.8,0.0,73.44,Medium
926,Male,Private,Average,8.02,100.0,67.38,5.16,16.0,7.0,9.78,5.0,1.0,5.14,3.42,50.5,0.77,1.0,100.0,High
943,Male,Private,Quiet,5.62,93.87,50.47,6.92,18.0,,5.36,4.0,1.0,8.74,5.09,44.64,6.42,1.0,77.24,High
837,Male,Government,Quiet,2.69,71.21,59.21,8.54,20.0,1.0,4.12,2.0,0.0,8.6,2.1,30.78,4.89,1.0,75.12,High
576,Male,Government,Average,8.05,84.28,47.84,5.79,0.0,1.0,4.11,4.0,1.0,4.03,6.27,,3.22,0.0,69.46,Medium
558,Female,Government,Quiet,3.43,100.0,72.28,6.21,5.0,3.0,6.43,0.0,1.0,9.08,2.49,56.72,3.58,0.0,64.93,Medium
1236,Other,Government,Quiet,3.75,80.74,74.32,5.31,18.0,10.0,3.07,0.0,1.0,9.63,4.97,0.0,3.58,1.0,72.03,Medium
1361,Female,Government,Average,8.67,100.0,49.47,6.66,13.0,4.0,7.17,1.0,1.0,4.13,1.9,0.0,4.74,1.0,75.6,High
1348,Female,Private,Quiet,1.63,78.2,39.92,6.81,19.0,7.0,6.96,1.0,0.0,6.05,2.47,52.02,3.07,1.0,66.39,Medium
1162,Female,Semi-Private,Average,10.48,88.14,51.92,4.84,14.0,8.0,4.83,1.0,0.0,0.21,2.35,36.38,4.74,1.0,86.65,High
1443,Male,Semi-Private,Quiet,5.97,87.68,58.51,7.19,9.0,5.0,9.44,0.0,0.0,8.42,4.21,27.87,0.0,,70.71,Medium
287,Male,Private,Average,3.65,89.36,67.07,7.53,10.0,0.0,6.29,1.0,0.0,7.6,2.03,14.51,0.0,1.0,66.48,Medium
1605,Female,Private,Average,7.31,81.9,82.4,7.58,6.0,0.0,3.59,2.0,0.0,9.13,4.09,19.2,4.34,1.0,70.98,Medium
1058,Female,Private,Noisy,3.07,73.19,58.47,6.35,3.0,7.0,9.84,2.0,0.0,1.04,6.91,11.25,5.2,1.0,70.92,Medium
599,Male,Government,Average,13.27,73.62,59.98,,5.0,7.0,6.14,0.0,1.0,8.73,0.95,10.65,0.43,0.0,82.52,High
933,Female,Semi-Private,Quiet,12.3,85.05,64.69,6.91,6.0,3.0,0.1,5.0,0.0,3.93,1.55,0.0,4.04,1.0,80.46,High
1462,Male,Government,Quiet,8.72,53.75,64.93,6.98,7.0,0.0,6.71,3.0,1.0,9.62,6.87,,0.02,1.0,62.32,Medium
1638,Male,Government,Quiet,4.58,79.77,57.58,8.05,6.0,9.0,5.09,1.0,1.0,1.85,0.0,12.13,7.21,0.0,77.8,High
1588,Female,Government,Quiet,8.69,80.77,80.48,7.25,1.0,5.0,3.62,0.0,0.0,2.26,,16.76,7.27,1.0,80.04,High
1041,Male,Government,Average,7.32,76.26,71.35,7.91,15.0,0.0,9.43,2.0,0.0,3.17,1.99,,1.97,1.0,84.55,High
1231,Female,Government,Noisy,9.8,88.28,69.09,7.63,4.0,8.0,2.62,1.0,1.0,9.21,1.37,37.2,6.31,0.0,74.21,Medium
807,Female,Private,Average,8.75,57.82,,7.15,13.0,6.0,5.53,0.0,1.0,0.2,4.28,41.78,8.52,0.0,89.67,High
905,Female,Private,Quiet,3.37,77.37,89.62,8.78,0.0,1.0,9.92,5.0,0.0,6.91,3.3,57.75,2.46,,80.09,High
1680,Male,Government,Quiet,3.89,72.44,54.43,6.63,3.0,7.0,7.91,3.0,0.0,8.29,3.88,40.34,2.33,0.0,63.96,Medium
1205,Male,Private,Average,1.8,74.49,73.71,7.52,4.0,9.0,6.51,3.0,1.0,9.63,3.28,32.87,2.3,1.0,72.86,Medium
768,Other,Private,Average,3.44,92.15,73.77,8.27,4.0,9.0,1.28,,0.0,5.42,2.27,25.5,4.2,0.0,70.55,Medium
610,Male,Private,Noisy,0.38,74.73,78.52,6.19,11.0,9.0,3.97,5.0,0.0,0.57,2.26,11.39,2.42,1.0,92.19,High
1993,Other,Government,Quiet,4.64,80.24,79.19,6.99,9.0,6.0,4.14,1.0,1.0,3.08,3.45,54.41,7.36,0.0,85.48,High
1565,Female,Government,Average,2.19,87.53,67.33,6.55,2.0,6.0,2.31,1.0,0.0,6.84,3.5,12.93,5.59,0.0,64.49,Medium
1423,Female,Government,Average,6.08,100.0,79.45,,19.0,10.0,3.93,4.0,0.0,8.01,5.63,23.74,6.98,0.0,100.0,High
1011,Male,Private,Quiet,7.89,82.07,69.91,7.62,9.0,2.0,5.3,5.0,1.0,9.47,0.0,13.95,3.51,0.0,81.64,High
494,Female,Private,Average,4.84,82.9,77.13,6.51,3.0,6.0,4.05,3.0,1.0,8.51,3.32,27.09,3.12,1.0,78.52,High
1321,Male,,Quiet,4.47,75.22,88.56,8.75,8.0,8.0,4.72,2.0,0.0,8.56,5.89,22.36,3.55,0.0,81.84,High
278,Male,Private,Average,5.38,100.0,62.81,7.69,4.0,6.0,5.46,5.0,1.0,8.94,4.65,37.7,4.95,0.0,74.1,Medium
1847,Female,Semi-Private,Quiet,5.59,75.97,61.83,5.85,11.0,3.0,4.96,5.0,0.0,6.8,2.39,0.36,8.25,1.0,77.32,High
359,Female,Government,Average,3.48,62.45,59.95,7.49,14.0,5.0,9.4,5.0,1.0,0.07,1.43,8.19,4.45,0.0,96.42,High
1111,Female,Government,Noisy,1.18,,47.3,7.57,20.0,0.0,2.06,2.0,1.0,9.26,0.06,28.31,4.43,1.0,71.94,Medium
237,Male,Government,Noisy,,72.41,74.43,8.47,8.0,3.0,2.43,5.0,1.0,1.31,3.22,54.49,4.4,0.0,81.01,High
552,Female,Government,Average,6.24,91.61,61.3,,9.0,0.0,8.46,5.0,1.0,1.6,4.64,24.72,5.18,1.0,83.1,High
1868,Male,Government,Average,5.42,100.0,79.94,6.95,2.0,8.0,5.7,3.0,0.0,3.57,3.87,29.63,2.83,0.0,82.37,High
1813,Female,Semi-Private,Quiet,4.26,81.86,65.14,5.11,19.0,0.0,4.29,4.0,1.0,2.22,3.61,33.93,3.26,,77.59,High
209,Male,Private,Average,4.73,81.06,52.45,7.45,13.0,2.0,5.97,5.0,0.0,5.13,3.38,13.71,3.9,1.0,66.0,Medium
1387,Female,Private,Quiet,3.38,89.35,64.58,6.78,7.0,4.0,1.69,4.0,0.0,0.88,2.94,21.76,4.99,1.0,71.47,Medium
1561,Female,Government,Quiet,3.77,82.79,53.65,6.27,16.0,4.0,3.42,2.0,1.0,2.33,7.41,35.0,1.74,0.0,69.81,Medium
59,Female,Private,Quiet,11.05,76.7,95.18,7.5,9.0,5.0,3.97,0.0,1.0,1.41,0.47,31.19,4.17,0.0,99.14,High
632,Male,Government,Quiet,4.41,77.7,100.0,7.32,,8.0,5.85,1.0,0.0,9.97,5.04,,6.01,1.0,80.74,High
1962,Male,Government,Quiet,3.91,93.07,58.34,4.98,4.0,5.0,3.26,4.0,1.0,3.61,1.52,12.01,4.69,0.0,74.81,Medium
1860,Female,Semi-Private,Quiet,6.31,,77.32,6.18,12.0,1.0,9.4,4.0,1.0,5.1,3.3,34.66,6.02,1.0,87.94,High
1817,Male,,Quiet,12.97,93.55,76.65,8.45,18.0,2.0,3.4,5.0,0.0,,3.87,12.52,,1.0,100.0,High
364,Male,Government,Average,3.14,70.92,67.85,5.72,1.0,2.0,7.37,4.0,0.0,0.23,2.65,26.8,6.09,1.0,75.49,High
506,Male,,Quiet,6.47,86.4,89.17,6.37,12.0,2.0,2.7,0.0,0.0,9.33,4.84,30.26,5.82,,74.45,Medium
1166,,Private,Average,4.57,93.24,86.83,6.67,16.0,1.0,4.36,1.0,1.0,1.69,1.36,52.78,3.8,1.0,82.45,High
1122,Female,Private,Quiet,5.72,81.0,77.17,6.8,14.0,5.0,8.47,5.0,0.0,6.86,4.16,31.5,0.08,0.0,85.43,High
1630,Female,Government,Quiet,9.41,84.02,71.46,8.36,13.0,9.0,7.54,2.0,0.0,9.44,5.88,5.55,6.73,0.0,86.07,High
1217,Other,Private,Average,1.37,100.0,48.31,6.74,13.0,6.0,2.64,1.0,1.0,1.6,4.15,56.0,1.75,1.0,74.44,Medium
1152,Female,Private,Average,4.64,81.04,73.07,6.5,13.0,9.0,3.97,2.0,1.0,7.81,3.9,24.39,9.44,0.0,73.96,Medium
1125,Male,Government,Quiet,,89.94,95.02,7.52,19.0,10.0,7.93,2.0,0.0,5.45,0.92,67.81,4.9,0.0,100.0,High
1595,Male,Semi-Private,Quiet,5.67,76.18,55.52,6.89,11.0,4.0,4.52,4.0,0.0,8.8,4.26,44.64,2.4,0.0,74.07,Medium
119,Other,Private,Average,0.44,80.61,37.09,7.49,10.0,2.0,5.65,4.0,1.0,4.6,2.26,16.65,5.58,1.0,71.33,Medium
1250,,Private,Noisy,12.83,100.0,85.29,6.81,6.0,5.0,8.5,5.0,0.0,2.67,5.94,55.62,7.49,0.0,100.0,High
1994,Female,Government,Noisy,10.52,89.36,60.6,6.4,11.0,,8.42,2.0,1.0,7.38,1.87,4.98,5.17,0.0,81.43,High
523,Female,Government,Average,6.58,73.74,64.13,6.66,18.0,2.0,7.78,3.0,0.0,7.44,4.21,18.93,0.0,1.0,78.26,High
514,Male,Private,Quiet,5.47,70.4,83.81,8.04,0.0,9.0,7.67,,0.0,0.39,3.42,67.15,4.21,1.0,82.5,High
82,Male,Private,Quiet,7.18,88.7,64.79,7.81,10.0,2.0,1.56,1.0,0.0,8.25,6.34,20.17,6.7,0.0,68.67,Medium
